date,FA564090005.Q,FA563034003.Q,FA564022005.Q,FA563061103.Q,FA563062003.Q,FA563063003.Q,FA563064100.Q,FA563093003.Q,FA564090005.Q,FA564091600.Q,FA564092603.Q,FA564091703.Q,FA564091403.Q,FA564091303.Q,FA564091203.Q
1959:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1993:Q1,524,0,0,0,0,0,524,0,524,ND,ND,0,ND,ND,ND
1993:Q2,576,0,0,0,0,0,576,0,576,ND,ND,0,ND,ND,ND
1993:Q3,24,0,0,0,0,0,24,0,24,ND,ND,0,ND,ND,ND
1993:Q4,676,0,0,0,0,0,676,0,676,ND,ND,0,ND,ND,ND
1994:Q1,868,0,0,0,0,0,868,0,868,ND,ND,0,ND,ND,ND
1994:Q2,-1064,0,0,0,0,0,-1064,0,-1064,ND,ND,0,ND,ND,ND
1994:Q3,-348,0,0,0,0,0,-348,0,-348,ND,ND,0,ND,ND,ND
1994:Q4,432,0,0,0,0,0,432,0,432,ND,ND,0,ND,ND,ND
1995:Q1,-64,0,0,0,0,0,-64,0,-64,ND,ND,0,ND,ND,ND
1995:Q2,564,0,0,0,0,0,564,0,564,ND,ND,0,ND,ND,ND
1995:Q3,312,0,0,0,0,0,312,0,312,ND,ND,0,ND,ND,ND
1995:Q4,952,0,0,0,0,0,952,0,952,ND,ND,0,ND,ND,ND
1996:Q1,988,0,0,0,0,0,988,0,988,ND,ND,0,ND,ND,ND
1996:Q2,600,0,0,0,0,0,600,0,600,ND,ND,0,ND,ND,ND
1996:Q3,572,0,0,0,0,0,572,0,572,ND,ND,0,ND,ND,ND
1996:Q4,2200,0,0,0,0,0,2200,0,2200,ND,ND,0,ND,ND,ND
1997:Q1,1252,0,0,0,0,0,1252,0,1252,ND,ND,0,ND,ND,ND
1997:Q2,1632,0,0,0,0,0,1632,0,1632,ND,ND,0,ND,ND,ND
1997:Q3,4148,0,0,0,0,0,4148,0,4148,ND,ND,0,ND,ND,ND
1997:Q4,6728,0,0,0,0,0,6728,0,6728,ND,ND,0,ND,ND,ND
1998:Q1,2296,0,0,0,0,0,2296,0,2296,ND,ND,0,ND,ND,ND
1998:Q2,3440,0,0,0,0,0,3440,0,3440,ND,ND,0,ND,ND,ND
1998:Q3,6120,0,0,0,0,0,6120,0,6120,ND,ND,0,ND,ND,ND
1998:Q4,12240,0,0,0,0,0,12240,0,12240,ND,ND,0,ND,ND,ND
1999:Q1,1220,0,0,0,0,0,1220,0,1220,ND,ND,0,ND,ND,ND
1999:Q2,10260,0,0,0,0,0,10260,0,10260,ND,ND,0,ND,ND,ND
1999:Q3,5664,0,0,0,0,0,5664,0,5664,ND,ND,0,ND,ND,ND
1999:Q4,31504,0,0,0,0,0,31504,0,31504,ND,ND,0,ND,ND,ND
2000:Q1,2088,0,0,0,0,0,2088,0,2088,ND,ND,0,ND,ND,ND
2000:Q2,46312,0,0,0,0,0,46312,0,46312,ND,ND,0,ND,ND,ND
2000:Q3,14076,0,0,0,0,0,14076,0,14076,ND,ND,0,ND,ND,ND
2000:Q4,107168,0,0,0,0,0,107168,0,107168,ND,ND,0,ND,ND,ND
2001:Q1,57880,0,0,0,0,0,57880,0,57880,ND,ND,0,ND,ND,ND
2001:Q2,11312,0,0,0,0,0,11312,0,11312,ND,ND,0,ND,ND,ND
2001:Q3,27932,0,0,0,0,0,27932,0,27932,ND,ND,0,ND,ND,ND
2001:Q4,26928,0,0,0,0,0,26928,0,26928,0,0,0,0,0,0
2002:Q1,24040,0,0,0,0,0,24040,0,24040,21108,2932,0,0,0,0
2002:Q2,65224,0,0,0,0,0,65224,0,65224,50252,14976,0,0,0,0
2002:Q3,43196,0,14988,8396,0,6592,28208,0,43196,34336,-6124,0,0,14988,0
2002:Q4,48748,0,-68,-488,0,420,48816,0,48748,45428,3388,0,0,-68,0
2003:Q1,6048,0,-1148,-1800,0,652,7196,0,6048,6456,740,0,0,-1148,0
2003:Q2,14988,0,416,-1040,0,1456,14572,0,14988,10308,4264,0,0,416,0
2003:Q3,-24056,0,1572,1976,0,-404,-25628,0,-24056,-30960,5332,0,0,1572,0
2003:Q4,66256,0,2044,1228,0,816,64212,0,66256,51492,12720,0,0,2044,0
2004:Q1,30084,0,5128,3596,0,1532,24956,0,30084,5216,19740,0,0,5128,0
2004:Q2,60768,0,3544,2972,0,572,57224,0,60768,46184,11040,0,0,3544,0
2004:Q3,27052,0,2248,1468,0,780,24804,0,27052,18080,6724,0,0,2248,0
2004:Q4,107592,0,4196,3216,0,980,97984,5412,107592,72912,25076,5412,0,4196,0
2005:Q1,40620,0,11704,9332,0,2372,23956,4960,40620,7004,16952,4960,0,11704,0
2005:Q2,40704,0,3460,2096,0,1364,37128,116,40704,25688,11440,116,0,3460,0
2005:Q3,14584,0,7064,4512,0,2552,5508,2012,14584,-19956,25468,2012,0,7064,0
2005:Q4,131016,0,4804,3340,0,1464,121864,4348,131016,81908,39960,4348,0,4804,0
2006:Q1,39828,0,3008,1376,0,1632,27448,9372,39828,-9936,37384,9372,0,3008,0
2006:Q2,98384,0,9132,7072,0,2060,79632,9620,98384,64856,14776,9620,0,9132,0
2006:Q3,21392,0,2832,1104,0,1728,14280,4280,21392,3348,10932,4280,0,2832,0
2006:Q4,136380,0,7948,3932,0,4016,117804,10628,136380,67204,50600,10628,0,7948,0
2007:Q1,57368,0,6824,3244,0,3580,42488,8056,57368,18784,23704,8056,0,6824,0
2007:Q2,69464,0,15612,8704,0,6908,52644,1208,69464,7280,45364,1208,0,15612,0
2007:Q3,192472,0,11044,5832,0,5212,166420,15008,192472,131676,34744,15008,0,11044,0
2007:Q4,283128,0,19964,10876,0,9088,251196,11968,283128,159336,91548,11968,488,19788,0
2008:Q1,105011,0,19592,5532,2012,12048,70487,14932,105011,48305,-5404,14932,136,17532,2012
2008:Q2,84728,0,22548,6288,1752,14508,49044,13136,84728,37866,10032,13136,132,20748,1752
2008:Q3,305070,0,27620,15924,996,10700,269514,7936,305070,244866,32256,7936,-20,26632,996
2008:Q4,214071,0,22136,1864,1964,18308,185667,6268,214071,142571,64072,6268,-16,20176,1964
2009:Q1,33670,0,48120,18420,3256,26444,-72802,58352,33670,-91259,-408,58352,12,44856,3256
2009:Q2,160159,0,45904,15708,3584,26612,94167,20088,160159,38779,62856,20088,44,42304,3584
2009:Q3,121916,0,44012,12204,4420,27388,70548,7356,121916,44560,23600,7356,32,39580,4420
2009:Q4,150120,0,45816,12444,3260,30112,76460,27844,150120,17864,72344,27844,-24,42568,3260
2010:Q1,27840,0,41224,18372,2616,20236,-4732,-8652,27840,-4738,6776,-8652,124,38560,2612
2010:Q2,172059,0,45492,22208,2884,20400,95791,30776,172059,36020,38416,30776,200,42532,2884
2010:Q3,146637,0,35268,-744,2244,33768,111645,-276,146637,57588,57852,-276,192,32952,2244
2010:Q4,125403,-12920,13112,3268,176,9668,116455,8756,125403,65134,63080,10772,60,-2404,-772
2011:Q1,101871,1264,28956,6892,-628,22692,67487,4164,101871,47181,18640,5212,48,30260,-596
2011:Q2,165135,508,42728,15268,1016,26444,125987,-4088,165135,65220,45460,-4128,136,42576,1060
2011:Q3,98154,712,52472,17884,412,34176,35834,9136,98154,27272,9136,9660,148,51756,396
2011:Q4,105436,540,58260,4952,3204,50104,45352,1284,105436,37655,23772,1044,-40,55504,3224
2012:Q1,234057,2544,64496,-1716,4176,62036,155549,11468,234057,97772,52184,12644,152,60792,4208
2012:Q2,148586,-324,73060,21004,3256,48800,78106,-2256,148586,77659,-6864,-3504,144,70392,3292
2012:Q3,226480,2680,30032,-17980,2912,45100,179532,14236,226480,119935,52968,16924,308,27376,2936
2012:Q4,132461,3780,38968,3064,3956,31948,79337,10376,132461,-7277,109388,9496,384,36244,4040
2013:Q1,248696,-3900,28780,-2632,2872,28540,246720,-22904,248696,166401,74224,-24648,1296,25268,2864
2013:Q2,112089,-7800,15704,5592,-1712,11824,157425,-53240,112089,153298,420,-59096,1312,14964,-1844
2013:Q3,234591,-2216,19448,-120,-3932,23500,224883,-7524,234591,127601,89320,-6928,364,21312,-4048
2013:Q4,124503,-180,-9912,-26936,-288,17312,161443,-26848,124503,88372,87548,-28804,416,-9464,-276
2014:Q1,112419,80,43580,8680,1444,33456,68887,-128,112419,64118,11704,400,748,42304,1460
2014:Q2,287023,-464,49228,15264,3088,30876,241975,-3716,287023,149686,88216,-3644,1392,45180,3060
2014:Q3,220840,-756,25504,5772,3340,16392,195396,696,220840,109861,66736,-312,2588,21104,3320
2014:Q4,343066,-136,87876,23184,4816,59876,256738,-1412,343066,246791,21388,-2136,1784,82776,4824
2015:Q1,289732,124,76432,12096,5528,58808,195528,17648,289732,34614,166652,18192,1588,71544,5588
2015:Q2,226751,3084,7796,2504,2188,3104,224631,-8760,226751,42308,190028,-9164,1580,5420,2204
2015:Q3,198850,1416,85372,58356,2028,24988,113594,-1532,198850,88124,-1116,-2356,872,84000,2072
2015:Q4,208627,-4312,49948,-16244,5972,60220,160651,2340,208627,86742,83804,1800,404,43112,5944
2016:Q1,213314,4920,125980,40600,7176,78204,45418,36996,213314,77505,-23316,39288,476,119064,7196
2016:Q2,187752,22588,36640,-5148,5268,36520,102128,26396,187752,111081,-2852,28476,1476,52840,6612
2016:Q3,396876,19116,89556,2796,5900,80860,280340,7864,396876,206784,35532,7988,1252,90168,6308
2016:Q4,338253,-3440,52088,12292,5044,34752,316301,-26696,338253,273806,72280,-29036,1152,47036,5080
2017:Q1,615023,10260,134528,35592,2492,96444,467971,2264,615023,317925,155876,2796,2204,136736,2696
2017:Q2,518412,2616,132184,22780,5928,103476,375540,8072,518412,156330,224828,8108,2348,126084,5936
2017:Q3,371120,140,127888,36144,4980,86764,241136,1956,371120,78291,106552,2376,2544,122552,4960
2017:Q4,379289,6304,77688,11776,7136,58776,302165,-6868,379289,188694,154564,-6876,2904,77756,7668
2018:Q1,328907,-3196,68696,41088,3196,24412,250631,12776,328907,104996,159892,13216,2848,59948,2900
2018:Q2,300112,-18572,142368,67540,9032,65796,176968,-652,300112,196057,-36456,-1092,1352,114860,8012
2018:Q3,367538,31188,83404,26984,1940,54480,263882,-10936,367538,202299,21048,-11828,1668,85608,2164
2018:Q4,247627,4308,111796,99228,12700,-132,125419,6104,247627,51231,137720,6504,920,106996,13316
2019:Q1,264326,4568,133424,36424,4544,92456,125350,984,264326,117215,23604,1292,2768,129928,4568
2019:Q2,339555,17416,148484,70032,9312,69140,174267,-612,339555,144685,3716,-44,6456,143456,9664
2019:Q3,349568,2916,138072,36504,11420,90148,173316,35264,349568,147554,-49148,37304,7516,131384,11884
2019:Q4,336779,416,150448,27444,15212,107792,191139,-5224,336779,119126,142772,-5092,5428,138552,15644
2020:Q1,371406,3584,44232,79816,3920,-39504,278858,44732,371406,304081,-728,46188,2492,38444,3820
2020:Q2,616694,24784,312056,23592,14376,274088,190326,89528,616694,186784,-58444,94940,1648,324416,15904
2020:Q3,454183,-7128,216896,14496,14476,187924,192395,52020,454183,9794,89664,55868,4724,208768,14976
2020:Q4,561277,-3020,207104,10200,22068,174836,379101,-21908,561277,255753,219416,-22164,8088,177180,21952
2021:Q1,1075864,-9352,180108,45592,21232,113284,921876,-16768,1075864,636649,311924,-19564,-708,152044,21120
2021:Q2,1076395,7620,248436,62828,23904,161704,801903,18436,1076395,521035,209408,20384,9116,224704,24204
2021:Q3,719412,27804,176756,51096,18400,107260,531212,-16360,719412,296919,163844,-17556,10548,175264,19900
