date,LM564090005.Q,FL563034003.Q,LM564022005.Q,LM563061103.Q,LM563062003.Q,LM563063003.Q,LM563064100.Q,LM563093003.Q,LM564090005.Q,LM564091600.Q,LM564092603.Q,LM564091703.Q,LM564091403.Q,LM564091303.Q,LM564091203.Q
1945:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q3,119753,0,4206,1860,0,2346,115547,0,119753,106180,9367,0,0,4206,0
2003:Q4,150983,0,4667,2147,0,2520,146316,0,150983,132332,13984,0,0,4667,0
2004:Q1,161704,0,6088,3108,0,2980,155616,0,161704,135566,20050,0,0,6088,0
2004:Q2,178537,0,6709,3740,0,2969,171828,0,178537,149560,22268,0,0,6709,0
2004:Q3,181392,0,7460,4191,0,3269,173932,0,181392,150030,23902,0,0,7460,0
2004:Q4,227539,0,8515,5005,0,3510,217689,1335,227539,184045,33644,1335,0,8515,0
2005:Q1,231307,0,11316,7286,0,4030,217437,2554,231307,179705,37732,2554,0,11316,0
2005:Q2,245299,0,12421,7946,0,4475,230240,2638,245299,189511,40729,2638,0,12421,0
2005:Q3,262858,0,13955,8952,0,5003,245509,3394,262858,192683,52826,3394,0,13955,0
2005:Q4,300819,0,15003,9691,0,5312,281018,4798,300819,215807,65210,4798,0,15003,0
2006:Q1,329207,0,15478,9857,0,5621,305814,7915,329207,224927,80887,7915,0,15478,0
2006:Q2,345705,0,17565,11517,0,6048,317546,10594,345705,234592,82954,10594,0,17565,0
2006:Q3,361698,0,18703,12045,0,6658,331600,11395,361698,243247,88353,11395,0,18703,0
2006:Q4,422550,0,20515,12883,0,7632,387336,14699,422550,276142,111194,14699,0,20515,0
2007:Q1,444260,0,22407,13832,0,8575,404508,17345,444260,283992,120516,17345,0,22407,0
2007:Q2,485926,0,25901,15794,0,10107,442671,17354,485926,300179,142492,17354,0,25901,0
2007:Q3,551101,0,29200,17664,0,11536,498523,23378,551101,337050,161473,23378,0,29201,0
2007:Q4,608422,0,34692,20789,0,13903,544824,28906,608422,365047,179702,28906,119,34648,0
2008:Q1,571108,0,40445,22318,1063,17064,494644,36019,571108,333205,161347,36019,146,39329,1062
2008:Q2,578066,0,45154,23387,1497,20270,492137,40775,578066,330210,161818,40775,176,43591,1497
2008:Q3,579509,0,50696,27033,1673,21990,491252,37561,579509,362734,128421,37561,158,48963,1672
2008:Q4,531286,0,57262,27785,2183,27294,438296,35728,531286,324534,113683,35728,132,55026,2183
2009:Q1,482019,0,69103,32941,3061,33101,361664,51252,482019,256487,105103,51252,126,65990,3060
2009:Q2,590338,0,82387,36921,3972,41494,449471,58480,590338,300328,149055,58480,150,78354,3971
2009:Q3,693376,0,95771,39843,5287,50641,534875,62730,693376,351991,182779,62730,170,90420,5287
2009:Q4,777128,0,107082,43267,6009,57806,595518,74528,777128,386098,209315,74528,169,101010,6008
2010:Q1,805364,0,118006,47878,6675,63453,615882,71476,805364,403085,212668,71476,206,111254,6674
2010:Q2,772206,0,129569,52999,7463,69107,558690,83947,772206,361286,197261,83947,236,122015,7462
2010:Q3,882745,0,141070,52991,8176,79903,653200,88475,882745,406901,246106,88475,308,132780,8175
2010:Q4,991989,4764,137680,52070,7573,78037,752507,97038,991989,476183,276621,101081,322,130198,7583
2011:Q1,1055034,5080,145553,54049,7410,84094,801067,103334,1055034,514341,286878,107640,342,138405,7428
2011:Q2,1077345,5207,157176,57891,7859,91426,811856,103106,1077345,519467,292415,107402,379,149794,7889
2011:Q3,951457,5385,167881,60915,8203,98763,671938,106253,951457,439774,232325,110680,361,160087,8229
2011:Q4,1048141,5520,183675,62397,9035,112243,754137,104809,1048141,509250,245116,109176,377,175156,9066
2012:Q1,1193177,6156,201949,62156,10164,129629,873197,111875,1193177,587522,286070,116536,434,192411,10204
2012:Q2,1166660,6075,221205,67485,11102,142618,835004,104376,1166660,577682,257765,108725,463,210875,11150
2012:Q3,1281125,6745,232560,63442,11981,157137,921316,120504,1281125,632405,289188,125525,563,221410,12034
2012:Q4,1337122,7690,241989,64042,12893,165054,972228,115215,1337122,644705,328543,120016,656,230236,12967
2013:Q1,1446268,6715,248340,63292,13589,171459,1086464,104749,1446268,740184,346572,109114,1004,235733,13661
2013:Q2,1417649,4765,243675,62675,12628,168372,1099591,69618,1417649,778718,321020,72519,1280,231445,12667
2013:Q3,1541948,4211,249082,62798,11485,174799,1215450,73205,1541948,847442,367916,76255,1349,237490,11496
2013:Q4,1674713,4166,245909,55716,11348,178845,1363158,61480,1674713,964411,398929,64042,1469,234501,11362
2014:Q1,1710738,4186,259018,57484,11939,189595,1382876,64658,1710738,981370,401314,67352,1694,247051,11956
2014:Q2,1831962,4070,274056,61570,12895,199591,1488754,65082,1831962,1048034,440257,67794,2108,260865,12904
2014:Q3,1831035,3881,276772,62050,13835,200887,1491337,59045,1831035,1058442,432180,61505,2668,262400,13840
2014:Q4,1974551,3847,296977,67498,15091,214388,1619032,54695,1974551,1202895,415259,56974,3047,281279,15097
2015:Q1,2063204,3878,318557,70784,16535,231238,1682805,57964,2063204,1208212,473085,60379,3415,301560,16553
2015:Q2,2083140,4649,314898,70774,16772,227352,1708049,55544,2083140,1192766,514390,57858,3687,297644,16795
2015:Q3,1955834,5003,333400,85189,17438,230773,1566838,50593,1955834,1121102,445273,52701,3647,315636,17475
2015:Q4,2100680,3925,340741,80254,19055,241432,1708670,47344,2100680,1232237,475095,49317,3738,321211,19082
2016:Q1,2154998,5155,380347,92311,21035,267001,1708406,61090,2154998,1239941,467614,63635,3862,358880,21066
2016:Q2,2229526,10802,396519,92180,22819,281520,1748639,73566,2229526,1281468,465354,76631,4314,378572,23187
2016:Q3,2387532,15581,420396,92529,24107,303760,1877255,74300,2387532,1376847,501261,77396,4687,402764,24577
2016:Q4,2524541,14721,420269,92939,24309,303021,2029285,60266,2524541,1525984,503543,62777,4951,402498,24789
2017:Q1,2774752,17286,457237,102330,25181,329726,2236763,63466,2774752,1654273,583281,66110,5645,439732,25710
2017:Q2,2944343,17940,493151,107952,26959,358240,2369562,63690,2944343,1709821,660651,66344,6323,473717,27488
2017:Q3,3137550,17975,526810,116995,28332,381483,2526556,66209,3137550,1800958,725804,68968,7035,505930,28855
