date,FU344090005.Q,FU343020033.Q,FU344022005.Q,FU343061105.Q,FU343061705.Q,FU343062033.Q,FU343063005.Q,FU343069005.Q,FU343064105.Q,FU343073045.Q,FU344090005.Q,FU344090045.Q,FU344090055.Q
1964:Q1,3210,0,0,0,0,0,0,108,0,3102,3210,3210,0
1964:Q2,3765,0,0,0,0,0,0,911,0,2854,3765,3765,0
1964:Q3,3340,0,0,0,0,0,0,169,0,3171,3340,3340,0
1964:Q4,3360,0,0,0,0,0,0,61,0,3299,3360,3360,0
1965:Q1,3439,0,0,0,0,0,0,71,0,3368,3439,3439,0
1965:Q2,4070,0,0,0,0,0,0,1070,0,3000,4070,4070,0
1965:Q3,3577,0,0,0,0,0,0,178,0,3399,3577,3577,0
1965:Q4,3598,0,0,0,0,0,0,-4,0,3602,3598,3598,0
1966:Q1,3710,0,0,0,0,0,0,23,0,3687,3710,3710,0
1966:Q2,4398,0,0,0,0,0,0,1088,0,3310,4398,4398,0
1966:Q3,3875,0,0,0,0,0,0,100,0,3775,3875,3875,0
1966:Q4,3989,0,0,0,0,0,0,42,0,3947,3989,3989,0
1967:Q1,4046,0,0,0,0,0,0,-52,0,4098,4046,4046,0
1967:Q2,4776,0,0,0,0,0,0,1118,0,3658,4776,4776,0
1967:Q3,4156,0,0,0,0,0,0,31,0,4125,4156,4156,0
1967:Q4,4279,0,0,0,0,0,0,218,0,4061,4279,4279,0
1968:Q1,4288,0,0,0,0,0,0,42,0,4246,4288,4288,0
1968:Q2,5068,0,0,0,0,0,0,1269,0,3799,5068,5068,0
1968:Q3,4441,0,0,0,0,0,0,-9,0,4450,4441,4441,0
1968:Q4,4600,0,0,0,0,0,0,34,0,4566,4600,4600,0
1969:Q1,4773,0,0,0,0,0,0,127,0,4646,4773,4773,0
1969:Q2,5491,0,0,0,0,0,0,1116,0,4375,5491,5491,0
1969:Q3,5115,0,0,0,0,0,0,305,0,4810,5115,5115,0
1969:Q4,5083,0,0,0,0,0,0,-29,0,5112,5083,5083,0
1970:Q1,5760,0,0,0,0,0,0,38,0,5722,5760,5760,0
1970:Q2,6769,0,0,0,0,0,0,1725,0,5044,6769,6769,0
1970:Q3,6301,0,0,0,0,0,0,136,0,6165,6301,6301,0
1970:Q4,6619,0,0,0,0,0,0,482,0,6137,6619,6619,0
1971:Q1,6680,0,0,0,0,0,0,198,0,6482,6680,6680,0
1971:Q2,7564,0,0,0,0,0,0,1857,0,5707,7564,7564,0
1971:Q3,6935,0,0,0,0,0,0,231,0,6704,6935,6935,0
1971:Q4,7293,0,0,0,0,0,0,557,0,6736,7293,7293,0
1972:Q1,7159,0,0,0,0,0,0,-82,0,7241,7159,7159,0
1972:Q2,8120,0,0,0,0,0,0,2134,0,5986,8120,8120,0
1972:Q3,7338,0,0,0,0,0,0,270,0,7068,7338,7338,0
1972:Q4,7477,0,0,0,0,0,0,671,0,6806,7477,7477,0
1973:Q1,7457,0,0,0,0,0,0,-182,0,7639,7457,7457,0
1973:Q2,8412,0,0,0,0,0,0,2315,0,6097,8412,8412,0
1973:Q3,7504,0,0,0,0,0,0,-304,0,7808,7504,7504,0
1973:Q4,7738,0,0,0,0,0,0,306,0,7432,7738,7738,0
1974:Q1,7688,0,0,0,0,0,0,-386,0,8074,7688,7688,0
1974:Q2,8720,0,0,0,0,0,0,3799,0,4921,8720,8720,0
1974:Q3,7582,0,1501,1501,0,0,0,-2287,0,8368,7582,7582,0
1974:Q4,7779,0,0,0,0,0,0,112,0,7667,7779,7779,0
1975:Q1,7805,0,-1501,-1501,0,0,0,1092,0,8214,7805,7805,0
1975:Q2,8771,0,0,0,0,0,0,5096,0,3675,8771,8771,0
1975:Q3,7569,0,0,0,0,0,0,-1081,0,8650,7569,7569,0
1975:Q4,7802,0,38,38,0,0,0,61,0,7703,7802,7802,0
1976:Q1,8087,0,36,36,0,0,0,-774,0,8825,8087,8087,0
1976:Q2,9230,0,22,22,0,0,0,6336,0,2872,9230,9230,0
1976:Q3,7823,0,28,28,0,0,0,-1397,0,9192,7823,7823,0
1976:Q4,8364,0,18,18,0,0,0,327,0,8019,8364,8364,0
1977:Q1,8359,0,10,10,0,0,0,-1201,0,9550,8359,8359,0
1977:Q2,9814,0,-146,-146,0,0,0,1608,0,8352,9814,9814,0
1977:Q3,8670,0,32,32,0,0,0,6142,0,2496,8670,8670,0
1977:Q4,9058,0,17,17,0,0,0,113,0,8928,9058,9058,0
1978:Q1,9676,0,11,11,0,0,0,-1277,0,10942,9676,9676,0
1978:Q2,11327,0,18,18,0,0,0,1441,0,9868,11327,11327,0
1978:Q3,10077,0,33,33,0,0,0,6195,0,3849,10077,10077,0
1978:Q4,10999,0,23,23,0,0,0,583,0,10393,10999,10999,0
1979:Q1,10276,0,16,16,0,0,0,-1724,0,11984,10276,10276,0
1979:Q2,11748,0,30,30,0,0,0,1465,0,10253,11748,11748,0
1979:Q3,10477,0,40,40,0,0,0,7521,0,2916,10477,10477,0
1979:Q4,11098,0,-221,-221,0,0,0,873,0,10446,11098,11098,0
1980:Q1,10566,0,22,22,0,0,0,-2120,0,12664,10566,10566,0
1980:Q2,11856,0,29,29,0,0,0,1168,0,10659,11856,11856,0
1980:Q3,10612,0,22,22,0,0,0,9544,0,1046,10612,10612,0
1980:Q4,11123,0,26,26,0,0,0,233,0,10864,11123,11123,0
1981:Q1,10893,0,34,34,0,0,0,-2778,0,13637,10893,10893,0
1981:Q2,12382,0,73,73,0,0,0,1141,0,11168,12382,12382,0
1981:Q3,11014,0,-211,-211,0,0,0,11453,0,-228,11014,11014,0
1981:Q4,11306,0,0,0,0,0,0,284,0,11022,11306,11306,0
1982:Q1,11502,0,0,0,0,0,0,-2866,0,14368,11502,11502,0
1982:Q2,13094,0,0,0,0,0,0,2032,0,11062,13094,13094,0
1982:Q3,11737,0,0,0,0,0,0,12171,0,-434,11737,11737,0
1982:Q4,11745,0,0,0,0,0,0,729,0,11016,11745,11745,0
1983:Q1,12340,0,0,0,0,0,0,-2871,0,15211,12340,12340,0
1983:Q2,13405,0,0,0,0,0,0,2361,0,11044,13405,13405,0
1983:Q3,12111,0,0,0,0,0,0,12765,0,-654,12111,12111,0
1983:Q4,13215,0,0,0,0,0,0,2287,0,10928,13215,13215,0
1984:Q1,14478,0,0,0,0,0,0,-2147,0,16625,14478,14478,0
1984:Q2,15563,0,0,0,0,0,0,3907,0,11656,15563,15563,0
1984:Q3,14470,0,0,0,0,0,0,13417,0,1053,14470,14470,0
1984:Q4,14725,0,0,0,0,0,0,3298,0,11427,14725,14725,0
1985:Q1,15530,0,0,0,0,0,0,8601,0,6929,15530,15530,0
1985:Q2,14852,0,0,0,0,0,0,3976,0,10876,14852,14852,0
1985:Q3,15001,0,0,0,0,0,0,13902,0,1099,15001,15001,0
1985:Q4,15063,0,14194,14194,0,0,0,-805,0,1674,15063,15063,0
1986:Q1,16337,0,-25,-25,0,0,0,-2403,0,18765,16337,16337,0
1986:Q2,15912,0,-14169,-14169,0,0,0,19636,0,10445,15912,15912,0
1986:Q3,16043,0,15000,15000,0,0,0,-3528,0,4571,16043,16043,0
1986:Q4,16101,0,0,0,0,0,0,15041,0,1060,16101,16101,0
1987:Q1,15614,0,0,0,0,0,0,-3099,0,18713,15614,15614,0
1987:Q2,15790,0,0,0,0,0,0,6051,0,9739,15790,15400,390
1987:Q3,15527,0,0,0,0,0,0,13934,0,1593,15527,15190,337
1987:Q4,15523,0,-155,-155,0,0,0,14623,0,1055,15523,15164,359
1988:Q1,16161,0,1,1,0,0,0,-3643,0,19803,16161,15812,349
1988:Q2,16393,0,156,156,0,0,0,7225,0,9012,16393,15982,411
1988:Q3,16329,0,2,2,0,0,0,13684,5,2638,16329,15902,427
1988:Q4,16276,0,-152,-154,0,0,2,17153,2,-727,16276,15810,466
1989:Q1,16623,0,5,2,0,0,3,-4068,11,20675,16623,16121,502
1989:Q2,17197,0,160,157,0,0,3,8392,9,8636,17197,16650,547
1989:Q3,16890,0,5,2,0,0,3,13502,12,3371,16890,16360,530
1989:Q4,17133,0,7,2,0,0,5,18692,13,-1579,17133,16529,604
1990:Q1,17099,0,14,5,0,0,9,-4681,34,21732,17099,16483,616
1990:Q2,17266,0,15,5,0,0,10,7701,34,9516,17266,16553,713
1990:Q3,17313,0,19,10,0,0,9,14310,39,2945,17313,16618,695
1990:Q4,17503,0,56,10,0,0,46,18620,181,-1354,17503,16539,964
1991:Q1,17640,0,50,25,0,0,25,-5452,66,22976,17640,16966,674
1991:Q2,18126,0,38,25,0,0,13,10078,25,7985,18126,17355,771
1991:Q3,18203,0,56,24,20,0,12,15178,165,2804,18203,17437,766
1991:Q4,18402,0,69,29,25,0,15,21106,301,-3074,18402,17291,1111
1992:Q1,18434,0,97,41,35,0,21,-5853,371,23819,18434,17505,929
1992:Q2,18904,0,76,32,27,0,17,10435,285,8108,18904,17797,1107
1992:Q3,18849,0,114,48,41,0,25,16169,250,2316,18849,17844,1005
1992:Q4,18824,0,97,41,35,0,21,21701,306,-3280,18824,17604,1220
1993:Q1,18329,0,95,40,34,0,21,-7385,399,25220,18329,17254,1075
1993:Q2,18272,0,142,60,51,0,31,10294,345,7491,18272,17054,1218
1993:Q3,18033,0,178,76,64,0,38,15502,396,1957,18033,16804,1229
1993:Q4,17738,0,134,58,48,0,28,21324,529,-4249,17738,16385,1353
1994:Q1,18139,0,161,70,58,0,33,-7472,588,24862,18139,16946,1193
1994:Q2,17939,0,44,19,16,0,9,10168,371,7356,17939,16781,1158
1994:Q3,18823,0,54,24,19,0,11,15601,397,2771,18823,17281,1542
1994:Q4,18075,0,-7,-3,-3,0,-1,22550,348,-4816,18075,16807,1268
1995:Q1,18990,0,44,19,16,0,9,-7313,376,25883,18990,17269,1721
1995:Q2,19256,0,73,32,26,0,15,10840,634,7709,19256,17735,1521
1995:Q3,19160,0,90,39,32,0,19,15276,734,3060,19160,17759,1401
1995:Q4,18555,0,127,55,44,0,28,5201,895,12332,18555,17047,1508
1996:Q1,19092,0,145,62,51,0,32,4999,1032,12916,19092,17434,1658
1996:Q2,19690,0,10,4,4,0,2,12466,1243,5971,19690,17771,1919
1996:Q3,18697,0,80,34,28,0,18,13514,894,4209,18697,17347,1350
1996:Q4,18890,0,23,10,8,0,5,26377,1039,-8549,18890,17055,1835
1997:Q1,18704,0,18,7,7,0,4,-9633,926,27393,18704,17538,1166
1997:Q2,19351,0,25,10,9,0,6,10304,1090,7932,19351,17435,1916
1997:Q3,18514,0,44,18,16,0,10,15481,1210,1779,18514,17341,1173
1997:Q4,18935,0,105,42,39,0,24,25863,1187,-8220,18935,16871,2064
1998:Q1,18878,0,109,42,41,0,26,-11022,1027,28764,18878,17540,1338
1998:Q2,21007,0,66,25,25,0,16,11557,1436,7948,21007,19011,1996
1998:Q3,18641,0,181,67,69,0,45,14812,446,3202,18641,17946,695
1998:Q4,20649,0,200,70,78,0,52,28050,1083,-8684,20649,17951,2698
1999:Q1,19333,0,70,24,28,0,18,-10409,1064,28608,19333,18251,1082
1999:Q2,20806,0,23,8,9,0,6,11174,1282,8327,20806,18509,2297
1999:Q3,19993,0,-37,-12,-15,0,-10,15286,929,3815,19993,18547,1446
1999:Q4,20548,0,-103,-31,-45,0,-27,27750,1156,-8255,20548,18310,2238
2000:Q1,19442,0,-138,-40,-62,0,-36,-11190,2077,28693,19442,17610,1832
2000:Q2,20206,0,-32,-9,-15,0,-8,11035,1248,7955,20206,18334,1872
2000:Q3,20405,0,48,14,22,0,12,14700,1264,4393,20405,18427,1978
2000:Q4,20044,0,233,63,112,0,58,8320,643,10848,20044,18420,1624
2001:Q1,20409,0,1063,274,513,0,276,9914,-820,10252,20409,18591,1818
2001:Q2,22154,0,331,82,160,0,89,12983,795,8045,22154,19686,2468
2001:Q3,20101,0,1403,338,682,0,383,14654,-1140,5184,20101,18502,1599
2001:Q4,21929,0,1033,-86,710,0,409,29419,594,-9117,21929,18420,3509
2002:Q1,21591,0,-76,-17,-37,0,-22,-10289,1368,30588,21591,18555,3036
2002:Q2,20445,0,377,83,186,0,108,10033,523,9512,20445,18346,2099
2002:Q3,22025,0,1274,280,632,0,362,14459,283,6009,22025,18623,3402
2002:Q4,18836,0,869,203,561,0,105,18515,8760,-9308,18836,15593,3243
2003:Q1,21238,0,1120,246,560,0,314,-19825,9204,30739,21238,17742,3496
2003:Q2,22767,1,10,2,5,0,3,11435,2681,8640,22767,19481,3286
2003:Q3,23060,0,5719,793,-785,0,5711,10521,-2421,9241,23060,19842,3218
2003:Q4,24814,36,304,87,-116,0,333,26847,3301,-5674,24814,20712,4102
2004:Q1,22869,35,-325,-76,-195,0,-54,-13162,2976,33345,22869,19549,3320
2004:Q2,23101,36,-43,-42,-199,0,198,10204,591,12313,23101,20195,2906
2004:Q3,25045,36,166,-643,1049,0,-240,17546,1308,5989,25045,20957,4088
2004:Q4,25105,68,29,-569,123,0,475,32857,3301,-11150,25105,20550,4555
2005:Q1,24807,69,55,4,6,0,45,-9335,1408,32610,24807,20917,3890
2005:Q2,25077,68,282,57,122,0,103,11461,721,12545,25077,21329,3748
2005:Q3,24741,68,214,366,1345,0,-1497,15947,2124,6388,24741,20560,4181
2005:Q4,23905,28,520,95,310,0,115,29688,1814,-8145,23905,20517,3388
2006:Q1,24132,28,414,42,78,0,294,-12693,1716,34667,24132,20168,3964
2006:Q2,24045,28,-71,-18,-42,0,-11,9194,-774,15668,24045,20053,3992
2006:Q3,23679,27,70,-106,108,0,68,16558,2107,4917,23679,19852,3827
2006:Q4,24242,-13,1604,141,692,0,771,31036,2470,-10855,24242,19402,4840
2007:Q1,24286,-14,373,69,145,0,159,-11731,-48,35706,24286,20189,4097
2007:Q2,23821,-13,558,48,136,0,374,-9510,2057,30729,23821,20069,3752
2007:Q3,23789,-14,12,1085,-60,0,-1013,20195,-459,4055,23789,20143,3646
2007:Q4,24601,33,525,-64,141,0,448,45484,1529,-22970,24601,19877,4724
2008:Q1,23588,33,1349,296,775,0,278,-7025,-5952,35183,23588,19774,3814
2008:Q2,24037,33,-231,-40,-123,0,-68,8984,1711,13540,24037,19896,4141
2008:Q3,24019,32,595,466,208,0,-79,25894,-3765,1263,24019,19879,4140
2008:Q4,24701,203,-3058,-603,-1355,0,-1100,59760,1074,-33278,24701,19353,5348
2009:Q1,23963,202,-609,-125,-180,0,-304,-17658,-714,42742,23963,20090,3873
2009:Q2,23752,203,-1572,-1816,254,0,-10,6749,3438,14934,23752,18777,4975
2009:Q3,22162,202,1486,1611,-31,0,-94,16324,925,3225,22162,18781,3381
2009:Q4,26065,-199,1814,1219,394,0,201,65235,3215,-44000,26065,19125,6940
2010:Q1,23811,-200,611,229,197,0,185,-15256,2081,36575,23811,19807,4004
2010:Q2,25257,-200,-1891,-1855,116,0,-152,9788,1128,16432,25257,20320,4937
2010:Q3,24573,-199,1267,355,456,0,456,20123,-573,3955,24573,20327,4246
2010:Q4,26203,-17,712,1234,-613,0,91,62616,3457,-40565,26203,20457,5746
2011:Q1,25461,-17,-44,4,-62,0,14,-10140,-308,35970,25461,21313,4148
2011:Q2,26482,-17,-1081,-1577,315,0,181,-81789,672,108697,26482,21678,4804
2011:Q3,25639,-17,-43,-537,-48,0,542,114720,-4466,-84555,25639,21406,4233
2011:Q4,27154,-17,1944,944,88,0,912,72744,-5751,-41766,27154,22224,4930
2012:Q1,23194,-17,1822,675,578,0,569,-18023,938,38474,23194,21335,1859
2012:Q2,26774,-16,-191,-955,556,0,208,12020,-644,15605,26774,21248,5526
2012:Q3,24714,-17,614,52,221,74,267,23130,-1039,2026,24714,21115,3599
2012:Q4,24992,15,1182,110,376,1,695,35406,-1883,-9728,24992,20909,4083
2013:Q1,22520,16,-1212,-422,-505,2,-287,9605,3703,10408,22520,21440,1080
2013:Q2,25884,16,-2491,-1814,-431,2,-248,-82679,2102,108936,25884,21479,4405
2013:Q3,25688,15,-1152,-431,-459,-5,-257,-9586,-1937,38348,25688,21181,4507
2013:Q4,37385,91,10079,10380,-961,3,657,187182,9387,-169354,37385,21299,16086
2014:Q1,25308,91,-2258,-796,-712,-2,-748,-8743,1731,34487,25308,21487,3821
2014:Q2,24282,90,-791,-1167,190,0,186,6100,-244,19127,24282,21685,2597
2014:Q3,28481,91,-233,76,-228,-11,-70,24584,1625,2414,28481,21337,7144
2014:Q4,25862,-5,1232,380,219,-1,634,66827,-4262,-37930,25862,21031,4831
2015:Q1,24224,-6,296,110,123,0,63,-47521,1324,70131,24224,20775,3449
2015:Q2,23497,-5,-837,-1154,99,0,218,-59760,-1282,85381,23497,20437,3060
2015:Q3,23993,-5,-253,-466,-68,-1,282,-19688,115,43824,23993,19937,4056
2015:Q4,27754,-25,3940,3135,41,0,764,216941,-119,-192983,27754,19367,8387
2016:Q1,23081,-25,-10,31,61,-1,-101,-8834,-2687,34637,23081,19611,3470
2016:Q2,20647,-24,-1454,-1772,196,-1,123,5446,-2179,18858,20647,18997,1650
2016:Q3,22895,-25,1239,334,469,22,414,22359,-2292,1614,22895,18862,4033
2016:Q4,21614,59,-3,113,-375,3,256,82154,1525,-62121,21614,18372,3242
2017:Q1,22278,60,235,79,52,1,103,-40258,759,61482,22278,18700,3578
2017:Q2,21598,59,-1287,-1460,79,0,94,-68561,1201,90186,21598,18161,3437
2017:Q3,21637,60,566,261,253,-11,63,125838,-1506,-103321,21637,18053,3584
2017:Q4,15394,-50,664,522,57,1,84,51148,6022,-42390,15394,17762,-2368
2018:Q1,24008,-51,-293,-131,-110,0,-52,12661,-292,11983,24008,18115,5893
2018:Q2,27275,-50,-1000,-1101,13,0,88,12025,-1303,17603,27275,17850,9425
2018:Q3,24959,-50,150,-141,245,-21,67,41847,-1491,-15497,24959,17499,7460
2018:Q4,6286,-40,-522,-61,-402,-5,-54,92652,-18553,-67251,6286,17299,-11013
2019:Q1,20989,-39,978,378,281,1,318,-38299,-15,58364,20989,17523,3466
2019:Q2,21256,-39,-550,-1141,305,0,286,-70744,-2479,95068,21256,17721,3535
2019:Q3,21166,-40,997,259,355,-3,386,139802,-3606,-115987,21166,17317,3849
2019:Q4,4062,40,1332,923,363,2,44,80005,1124,-78439,4062,16804,-12742
2020:Q1,18874,39,-2949,-1084,-712,-8,-1145,6401,-12208,27591,18874,16629,2245
2020:Q2,34394,39,881,-552,726,2,705,1548,4734,27192,34394,15970,18424
2020:Q3,21793,39,1896,591,493,-7,819,45396,-5858,-19680,21793,16033,5760
2020:Q4,14597,129,2411,1065,801,2,543,92184,-10540,-69587,14597,16126,-1529
2021:Q1,22195,129,-42,-150,-135,2,241,-6681,4590,24199,22195,17922,4273
2021:Q2,23485,129,-1504,-1340,-89,1,-76,15751,3395,5714,23485,16997,6488
2021:Q3,16140,129,-1735,-301,-485,-11,-938,-9634,-2385,29765,16140,18535,-2395
2021:Q4,12834,-227,1250,904,1003,1,-658,161690,4611,-154490,12834,17846,-5012
2022:Q1,37624,-227,-307,-176,-144,1,12,31607,-7961,14512,37624,18065,19559
2022:Q2,25644,-227,-3170,-1975,-566,-2,-627,28267,4379,-3605,25644,17704,7940
2022:Q3,11348,-227,-589,-476,-174,-3,64,47259,-3400,-31695,11348,17889,-6541
2022:Q4,-2262,47,983,699,-304,0,588,138457,799,-142548,-2262,18362,-20624
2023:Q1,22059,48,366,152,115,0,99,-43086,-174,64905,22059,18892,3167
2023:Q2,22363,47,1649,1028,271,1,349,38117,3404,-20854,22363,18551,3812
2023:Q3,22698,47,-578,-218,20,-5,-375,41769,5721,-24261,22698,18056,4642
2023:Q4,22847,47,349,142,112,0,95,217329,2456,-197334,22847,18484,4363
2024:Q1,20784,48,419,135,92,1,191,-8787,2640,26464,20784,18507,2277
