date,FA646006403.Q,FA644090075.Q,FA643020073.Q,FA644022075.Q,FA643061773.Q,FA643063073.Q,FA643065075.Q,FA643065173.Q,FA643065473.Q,FA643065573.Q,FA643092473.Q,FA643093075.Q,FA644194075.Q,FA644190075.Q,FA642151073.Q,FA644122075.Q,FA643169173.Q,FA643163075.Q,FA644123075.Q,FA643168073.Q,FA643169373.Q,FA643193075.Q,FA643164105.Q,FA647005005.Q,FA643065045.Q,FA643061743.Q,FA643065163.Q,FA643065443.Q,FA643065543.Q
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1962:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1963:Q3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1963:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1964:Q3,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1964:Q4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1965:Q1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1965:Q2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1965:Q3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1965:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1966:Q2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1966:Q3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1966:Q4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1967:Q1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1967:Q2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
1967:Q3,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1967:Q4,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0
1968:Q1,0,64,0,0,0,0,224,0,0,224,0,-160,64,64,0,0,0,0,28,28,0,36,0,0,0,0,0,0,0
1968:Q2,0,64,0,0,0,0,400,40,76,284,0,-336,64,64,0,0,0,0,28,28,0,36,0,0,0,0,0,0,0
1968:Q3,0,88,0,0,0,0,284,60,36,188,0,-196,88,88,0,0,0,0,36,36,0,52,0,0,0,0,0,0,0
1968:Q4,0,120,0,0,0,0,484,36,80,368,0,-364,120,120,0,0,0,0,68,68,0,52,0,0,0,0,0,0,0
1969:Q1,0,96,0,0,0,0,356,60,188,108,0,-260,96,96,0,0,0,0,16,16,0,80,0,0,0,0,0,0,0
1969:Q2,0,52,0,0,0,0,576,132,172,272,0,-524,52,52,0,16,0,16,24,24,0,12,0,0,0,0,0,0,0
1969:Q3,0,60,0,0,0,0,536,176,228,132,0,-476,60,60,0,56,0,56,16,16,0,-12,0,0,0,0,0,0,0
1969:Q4,0,108,0,0,0,0,1164,332,484,348,0,-1056,108,108,0,8,0,8,52,52,0,48,0,0,0,0,0,0,0
1970:Q1,0,20,0,0,0,0,1180,596,696,-112,0,-1160,20,20,0,172,0,172,-48,-48,0,-104,0,0,0,0,0,0,0
1970:Q2,0,96,0,0,0,0,860,236,324,300,0,-764,96,96,0,84,0,84,32,32,0,-20,0,0,0,0,0,0,0
1970:Q3,0,32,0,0,0,0,896,248,336,312,0,-864,32,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
1970:Q4,0,160,0,0,0,0,1664,456,628,580,0,-1504,160,160,0,168,0,168,36,36,0,-44,0,0,0,0,0,0,0
1971:Q1,0,176,0,0,0,0,924,252,352,320,0,-748,176,176,0,96,0,96,72,72,0,8,0,0,0,0,0,0,0
1971:Q2,0,188,0,0,0,0,1448,404,544,500,0,-1260,188,188,0,224,0,224,36,36,0,-72,0,0,0,0,0,0,0
1971:Q3,0,196,0,0,0,0,1004,-116,652,468,0,-808,196,196,0,1176,1248,-72,56,56,0,-1036,0,0,0,0,0,0,0
1971:Q4,0,288,0,0,0,0,1448,164,780,504,0,-1160,288,288,0,1972,1872,100,4,4,0,-1688,0,0,0,0,0,0,0
1972:Q1,0,552,0,0,0,0,2288,396,1576,316,0,-1736,552,552,0,2284,2168,116,132,132,0,-1864,0,0,0,0,0,0,0
1972:Q2,0,528,0,0,0,0,2596,896,1020,680,0,-2068,528,528,0,2568,2460,108,32,32,0,-2072,0,0,0,0,0,0,0
1972:Q3,0,380,0,0,0,0,1348,-128,920,556,0,-968,380,380,0,2692,2652,40,-16,-16,0,-2296,0,0,0,0,0,0,0
1972:Q4,0,720,0,0,0,0,3216,504,1708,1004,0,-2496,720,720,0,2612,2560,52,228,228,0,-2120,0,0,0,0,0,0,0
1973:Q1,0,532,0,0,0,0,1836,376,732,728,0,-1304,532,532,0,-436,-560,124,292,292,0,676,0,0,0,0,0,0,0
1973:Q2,0,580,0,0,0,0,3556,24,2480,1052,0,-2976,580,580,0,236,84,152,276,276,0,68,0,0,0,0,0,0,0
1973:Q3,0,584,0,0,0,0,4444,1360,1680,1404,0,-3860,584,584,0,3240,3196,44,128,128,0,-2784,0,0,0,0,0,0,0
1973:Q4,0,528,0,0,0,0,2596,864,1204,528,0,-2068,528,528,0,360,220,140,244,244,0,-76,0,0,0,0,0,0,0
1974:Q1,0,388,0,0,0,0,1828,560,892,376,0,-1440,388,388,0,-2268,-2380,112,304,304,0,2352,0,0,0,0,0,0,0
1974:Q2,0,348,0,0,0,0,-136,-36,-56,-44,0,484,348,348,0,-7260,-7264,4,336,336,0,7272,0,0,0,0,0,0,0
1974:Q3,0,20,0,0,0,0,-1292,-1004,-536,248,0,1312,20,20,0,-2704,-2676,-28,220,220,0,2504,0,0,0,0,0,0,0
1974:Q4,0,-8,0,0,0,0,-356,-192,124,-288,0,348,-8,-8,0,-692,-740,48,52,52,0,632,0,0,0,0,0,0,0
1975:Q1,0,-256,0,0,0,0,-5160,-964,-2908,-1288,0,4904,-256,-256,0,-76,132,-208,-144,-144,0,-36,0,0,0,0,0,0,0
1975:Q2,0,-960,0,0,0,0,-5084,-952,-2748,-1384,0,4124,-960,-960,0,176,388,-212,-408,-408,0,-728,0,0,0,0,0,0,0
1975:Q3,0,-1188,0,0,0,0,-5852,-1104,-2968,-1780,0,4664,-1188,-1188,0,-432,-224,-208,-388,-388,0,-368,0,0,0,0,0,0,0
1975:Q4,0,-660,0,0,0,0,-4104,-776,-2052,-1276,0,3444,-660,-660,0,-32,180,-212,-260,-260,0,-368,0,0,0,0,0,0,0
1976:Q1,0,-196,0,0,0,0,-1332,-152,-732,-448,0,1136,-196,-196,0,-836,-732,-104,-148,-148,0,788,0,0,0,0,0,0,0
1976:Q2,0,-236,0,0,0,0,-1340,-176,-708,-456,0,1104,-236,-236,0,-136,-156,20,-132,-132,0,32,0,0,0,0,0,0,0
1976:Q3,0,-184,0,0,0,0,-1336,-192,-676,-468,0,1152,-184,-184,0,200,224,-24,-88,-88,0,-296,0,0,0,0,0,0,0
1976:Q4,0,-172,0,0,0,0,-1340,-212,-648,-480,0,1168,-172,-172,0,-464,-416,-48,-164,-164,0,456,0,0,0,0,0,0,0
1977:Q1,0,-200,0,0,0,0,-648,-112,-280,-256,0,448,-200,-200,0,-204,-180,-24,-148,-148,0,152,0,0,0,0,0,0,0
1977:Q2,0,-388,0,0,0,0,-648,-120,-276,-252,0,260,-388,-388,0,252,284,-32,-164,-164,0,-476,0,0,0,0,0,0,0
1977:Q3,0,-204,0,0,0,0,-644,-120,-268,-256,0,440,-204,-204,0,-240,-248,8,-80,-80,0,116,0,0,0,0,0,0,0
1977:Q4,0,-76,0,0,0,0,-656,-128,-272,-256,0,580,-76,-76,0,-44,-20,-24,-36,-36,0,4,0,0,0,0,0,0,0
1978:Q1,0,-80,0,0,0,0,-196,-48,-100,-48,0,116,-80,-80,0,4,92,-88,-44,-44,0,-40,0,0,0,0,0,0,0
1978:Q2,0,-32,0,0,0,0,-192,-48,-96,-48,0,160,-32,-32,0,416,436,-20,-100,-100,0,-348,0,0,0,0,0,0,0
1978:Q3,0,-92,0,0,0,0,-264,-68,-124,-72,0,172,-92,-92,0,72,64,8,-36,-36,0,-128,0,0,0,0,0,0,0
1978:Q4,0,20,0,0,0,0,-124,-32,-68,-24,0,144,20,20,0,-224,-160,-64,-20,-20,0,264,0,0,0,0,0,0,0
1979:Q1,0,-20,0,0,0,0,-92,-68,-4,-20,0,72,-20,-20,0,108,128,-20,-16,-16,0,-112,0,0,0,0,0,0,0
1979:Q2,0,-28,0,0,0,0,-92,-72,0,-20,0,64,-28,-28,0,384,364,20,-24,-24,0,-388,0,0,0,0,0,0,0
1979:Q3,0,-28,0,0,0,0,-92,-68,-4,-20,0,64,-28,-28,0,-460,-364,-96,-24,-24,0,456,0,0,0,0,0,0,0
1979:Q4,0,-40,0,0,0,0,-92,-68,-4,-20,0,52,-40,-40,0,480,412,68,-28,-28,0,-492,0,0,0,0,0,0,0
1980:Q1,0,-36,0,0,0,0,-104,-16,-52,-36,0,68,-36,-36,0,-440,-452,12,-8,-8,0,412,0,0,0,0,0,0,0
1980:Q2,0,-36,0,0,0,0,-108,-20,-52,-36,0,72,-36,-36,0,-240,-304,64,-12,-12,0,216,0,0,0,0,0,0,0
1980:Q3,0,-36,0,0,0,0,-112,-20,-56,-36,0,76,-36,-36,0,-284,-224,-60,-12,-12,0,260,0,0,0,0,0,0,0
1980:Q4,0,-36,0,0,0,0,-108,-20,-52,-36,0,72,-36,-36,0,80,68,12,-8,-8,0,-108,0,0,0,0,0,0,0
1981:Q1,0,-8,0,0,0,0,-40,4,-32,-12,0,32,-8,-8,0,108,60,48,-8,-8,0,-108,0,0,0,0,0,0,0
1981:Q2,0,-4,0,0,0,0,-44,0,-32,-12,0,40,-4,-4,0,-32,0,-32,-12,-12,0,40,0,0,0,0,0,0,0
1981:Q3,0,-16,0,0,0,0,-44,4,-36,-12,0,28,-16,-16,0,48,8,40,-8,-8,0,-56,0,0,0,0,0,0,0
1981:Q4,0,-16,0,0,0,0,-40,0,-32,-8,0,24,-16,-16,0,0,12,-12,-8,-8,0,-8,0,0,0,0,0,0,0
1982:Q1,0,24,0,0,0,0,80,-12,72,20,0,-56,24,24,0,-128,-124,-4,-8,-8,0,160,0,0,0,0,0,0,0
1982:Q2,0,-8,0,0,0,0,84,-12,72,24,0,-92,-8,-8,0,-128,-124,-4,8,8,0,112,0,0,0,0,0,0,0
1982:Q3,0,16,0,0,0,0,80,-12,72,20,0,-64,16,16,0,-128,-124,-4,4,4,0,140,0,0,0,0,0,0,0
1982:Q4,0,-8,0,0,0,0,80,-16,72,24,0,-88,-8,-8,0,-128,-124,-4,0,0,0,120,0,0,0,0,0,0,0
1983:Q1,0,-8,0,0,0,0,-60,-48,28,-40,0,52,-8,-8,0,-68,-68,0,0,0,0,60,0,0,0,0,0,0,0
1983:Q2,0,-24,0,0,0,0,-68,-52,24,-40,0,44,-24,-24,0,-64,-68,4,-24,-24,0,64,0,0,0,0,0,0,0
1983:Q3,0,-64,0,0,0,0,-64,-52,28,-40,0,0,-64,-64,0,-64,-68,4,-20,-20,0,20,0,0,0,0,0,0,0
1983:Q4,0,-16,0,0,0,0,-72,-52,20,-40,0,56,-16,-16,0,-68,-68,0,-16,-16,0,68,0,0,0,0,0,0,0
1984:Q1,0,304,0,2760,2760,0,460,24,272,164,0,-2916,304,304,0,656,220,436,0,0,0,-352,0,0,2000,2000,0,0,0
1984:Q2,0,344,0,2756,2756,0,452,24,256,172,0,-2864,344,344,0,664,224,440,8,8,0,-328,0,0,2000,2000,0,0,0
1984:Q3,0,352,0,2748,2748,0,452,20,268,164,0,-2848,352,352,0,672,228,444,4,4,0,-324,0,0,2000,2000,0,0,0
1984:Q4,0,332,0,2024,2024,0,336,4,216,116,0,-2028,332,332,0,720,236,484,0,0,0,-388,0,0,2224,2224,0,0,0
1985:Q1,0,80,0,32,32,0,200,24,96,80,0,-152,80,80,0,328,140,188,4,4,0,-252,0,0,96,96,0,0,0
1985:Q2,0,60,0,44,44,0,300,44,140,116,0,-284,60,60,0,328,136,192,16,16,0,-284,0,0,120,120,0,0,0
1985:Q3,0,80,0,48,48,0,312,40,148,124,0,-280,80,80,0,332,132,200,28,28,0,-280,0,0,160,160,0,0,0
1985:Q4,0,432,0,640,640,0,3404,192,680,2532,0,-3612,432,432,0,288,132,156,32,32,0,112,0,0,128,128,0,0,0
1986:Q1,0,408,0,4608,4608,0,448,48,176,224,0,-4648,408,408,0,468,364,104,24,24,0,-84,0,0,412,412,0,0,0
1986:Q2,0,732,0,5156,5156,0,584,48,236,300,0,-5008,732,732,0,288,-164,452,24,24,0,420,0,0,1836,1836,0,0,0
1986:Q3,0,732,0,5144,5144,0,200,20,80,100,0,-4612,732,732,0,1124,608,516,28,28,0,-420,0,0,2524,2524,0,0,0
1986:Q4,0,684,0,4828,4828,0,-1236,-132,-488,-616,0,-2908,684,684,0,3436,504,2932,16,16,0,-2768,0,0,13208,13208,0,0,0
1987:Q1,0,544,0,6920,6920,0,460,48,184,228,0,-6836,544,544,0,1160,856,304,36,36,0,-652,0,0,1640,1640,0,0,0
1987:Q2,0,996,0,7804,7804,0,-40,4,-20,-24,0,-6768,996,996,0,1928,-92,2020,36,36,0,-968,0,0,9328,9328,0,0,0
1987:Q3,0,1112,0,8160,8160,0,608,-24,304,328,0,-7656,1112,1112,0,1808,28,1780,36,36,0,-732,0,0,7480,7480,0,0,0
1987:Q4,0,1044,0,5220,5220,0,940,92,376,472,0,-5116,1044,1044,0,2244,628,1616,32,32,0,-1232,0,0,6852,6852,0,0,0
1988:Q1,0,656,0,1848,1848,0,584,60,232,292,0,-1776,656,656,0,508,100,408,56,56,0,92,0,0,1372,1372,0,0,0
1988:Q2,0,352,0,3376,3376,0,76,8,32,36,0,-3100,352,352,0,420,-32,452,84,84,0,-152,0,0,1660,1660,0,0,0
1988:Q3,0,468,0,2872,2872,0,1040,104,416,520,0,-3444,468,468,0,-64,-104,40,24,24,0,508,0,0,-88,-88,0,0,0
1988:Q4,0,1104,0,3332,3332,0,1604,160,640,804,0,-3832,1104,1104,0,176,-428,604,280,280,0,648,0,0,3352,3352,0,0,0
1989:Q1,0,-220,0,1864,1864,0,-508,-48,-204,-256,0,-1576,-220,-220,0,588,-28,616,208,208,0,-1016,0,0,2956,2956,0,0,0
1989:Q2,0,280,0,-2452,-2452,0,-132,-16,-52,-64,0,2864,280,280,0,-216,-436,220,32,32,0,464,0,0,328,328,0,0,0
1989:Q3,0,56,0,1512,1512,0,-296,-28,-120,-148,0,-1160,56,56,0,28,-144,172,16,16,0,12,0,0,692,692,0,0,0
1989:Q4,0,204,0,180,180,0,320,32,128,160,0,-296,204,204,0,-272,-64,-208,20,20,0,456,0,0,-1080,-1080,0,0,0
1990:Q1,0,-76,0,784,784,0,-144,-16,-56,-72,0,-716,-76,-76,0,-1376,-1168,-208,20,20,0,1280,0,0,-1092,-1092,0,0,0
1990:Q2,0,-48,0,-1840,-1840,0,-60,-8,-24,-28,0,1852,-48,-48,0,192,-204,396,20,20,0,-260,0,0,1784,1784,0,0,0
1990:Q3,0,76,0,-456,-456,0,-48,-4,-20,-24,0,580,76,76,0,-616,100,-716,20,20,0,672,0,0,-3516,-3516,0,0,0
1990:Q4,0,-36,0,-3228,-3228,0,-952,16,-428,-540,0,4144,-36,-36,0,1040,464,576,20,20,0,-1096,0,0,2656,2656,0,0,0
1991:Q1,0,240,0,24,24,0,-736,-220,-360,-156,0,952,240,240,0,240,-160,400,20,20,0,-20,0,0,1804,1804,0,0,0
1991:Q2,0,216,0,560,560,0,12,92,0,-80,0,-356,216,216,0,-112,144,-256,20,20,0,308,0,0,-1324,-1324,0,0,0
1991:Q3,0,-124,0,-2144,-2144,0,-264,-72,0,-192,0,2284,-124,-124,0,-376,16,-392,32,32,0,220,0,0,-1544,-1544,0,0,0
1991:Q4,0,808,0,-1456,-1456,0,-356,-8,0,-348,0,2620,808,808,0,60,-80,140,104,104,0,644,0,0,0,0,0,0,0
